sentimen,Tweet
-1,duh bangchan aku mas shock
0,aku dah tengok onetwojaga selasa lepas ingat polis mintak member duit masa roadblock rm50 surut selit kat buku
0,aku tlisiban sekian kali
0,keris melambang kuat amp seni orang melayu keris situ ada melayu mana keris pakai lah sek
-1,mampos aku malas dah nak layan perangai hawau orang
1,bodo betul aku hibur bodo member ceni
1,makasih banyak yaa kamu abis ultah hehe
0,ciz giveaway mau salah satu cushion amp highlighter fav aku tweet follow aku follow yauda gpp
0,kamu ibu susu rencana makan sushi siang eits baca dulu klikdokter
0,apa sih alas kamu jadi blogger bagi dapet hasil networking nambah teman promos
0,aku dulu balik skola pon dah kene angkat baju dia pulak senang2 balik skola terus naik atas lepastuh mak
1,aku baper paham kwkwkwk
1,jangan takut coba yang baru gapai impi ingat tak peduli kamu pergi keluarga tempat kamu
0,kamu pernah makan nyebut nama resto jarang sih enak kok makan tempat asik iya punya kelu
1,aku ambil putus ada bila mana orang perlu teman tolong will there for you
-1,maljum lelah tani tugas bukan kamu lihat wajah stres sayang
-1,kalau sakit hati aku rasa mmg panjang hidup aku
0,minta goceng dong mau beli cilok emak kamu tuh jajan sama hape teroos kerja bantu bantu mama
0,cinta datang permisi pergi tau diri nafsu kalah sama emosi aku nikmatin kamu dulu
1,harini senyum banyak kali kat aku alahai cair
0,meanwhile family aku woi bibik bangun kemas rumah cepat
-1,aku takada rupa bukan takada asa
1,jangan aku sayang
0,hensem gila shia wei kalau org cmni mnx sumpah aku ambulans dlu suruh kol sbb aku pengsan
0,mmhn buat aku jamie noona enggak galak galak sama sekali kok jamie noona penuh gemas
0,mending mana kena paku kena pisau kena lan sama aku recehkantwitter
0,aku dulu minggir date
0,popcorn ready
1,tawa kecil seberang telpon getar hati sekaligus buat nyali jadi ciut kuatir bhw lama aku
0,tukar kat bank
0,tante jakarta chtt aku nih 081578766035
0,lagi bandung temenin aku dong brondong sange kontolgede jomblo bandung persib brondongtante coli videomesum
0,aku suruh adik aku beli benda pakai kad aku and cakap kat beli apa apa aku expect dia beli gula gula
-1,mulut kata aku terima kamu apa ada apa daya orang tua tanya kamu apa
0,iyup beres konser langsung balik hehe kamu dri mana asal
1,bapak aku hebat polisemua orang takut ngan ali eleh bapak aku terer kalau suruh orang tunduk
-1,huhiapa setan aku tak tahu apa alas aku tak tahu asa bunuh kogoro mouri
1,iya kaya kamu
0,mundur maas kamu jelle
1,waduh kasi akun cepat baik tuh akun biar kamu jadi punya banyak akun
-1,mau kamu nan
1,meski kata dokter gak tapi aku percaya kalo bawang merah ngurangin perut kembung
0,rlt yang olshopnya mau aku reseller dropshipin please
0,aku ingat dia enggak
0,sen aku kak
1,nctea yangayang anak ayok mutualanama aku aja mwah
0,rlt aduh aku jadi item nih guys biar putih cepet enak pake apa
1,pernah ngerasa how lucky sama kamu sampe akhir ditinggalin skrg ngerasa how lucky punya org
0,tdr takpernah nak diam ckp akuial
0,hai vayalts follow temen aku dong alvarromaldino1 bijak ber motivasi lovedino4ever
0,aku start tido awal ndak tahu
0,stl yang mau setorin pejunya memek aku kaya gin 1996
0,babies
0,kaya gin kalo kampus aku populer luar biasa padahal
-1,putus segala hijab kau aku pancung habis perghhhh
0,hilang alone aku baca telegram
0,jam gin kamu ngantuk tempat kerja aku bawain kopi misale
1,brp yeoja temenin aku raih puas yuk
-1,maaf aku baru nyampe lama kali aku sampe kering klo udah kering mah angkat wkwk
0,iya makanya gitu kak etapi richard madden main game thrones cuma lupa jadi siapa kalo
0,wts cari tripos jaehwan set woojin set ngga aku ada ready korea kira harga inc ems tax 250k
0,piutang dari transaksi bukan btw jangan kak aku kelas
-1,duh timeline twiterku terlalu receh aku tida sanggup
1,aku mauu
0,halo aku baru gabung twitter yang mau ajar
1,aku banget lah wkwk
0,aku lahir amp besar lingkung mayoritas konservatif amp intoleran perempuan ditmpt tinggal bnyk meni
-1,kalau bab haiwan aku memang sensitif sangat apa salah kucing kau masuk dryer mati kau seksa
-1,aku luwih telat nemen dripada
0,kamu pernah tidur kelas ajar apa kalo ngantuk mah tidur gamandang ajar apa
0,bro penuhin slot aku yuk temen temen
0,giveaway creamatte eminahade mauvelous follow aku retweet tweet reply berapa ken kamu menang creamatte
1,ouhhhh hahahhahahahahahh lah takde maybe follow each other kot aku tokleh tgk
1,kata sayang sama orangtua status sembunyi orangtua hehe aku
1,sama aku ajaini
0,krt mau join barang official klo rep aku drop direp janji pda ikut
0,pay sekarang udah beli tiket beli pulsa beli buku lama lama harga diri aku beli nih
0,rlt niat main twitter biar berbacod galau ria pas cowok liat aku main twitter mau
1,aku anak baik baik kok wkwk
0,ehh padahal aku tagg
-1,tapi aku tuh bacot bgt mau hyung begini mau hyung masa hyung gaada gituu
-1,jane mbiyen karo ngasi wis saiki wis dadi aku
0,idm guyss situ kan blang dont have religion emang suga ngak punya agama sorry aku mau tau aja nga
0,yang mau angkut kartu pascabayar panjang bayar sendiri 95k sampe tanggal nih aku beli
-1,babi asal aku aku hibur iman siakk
-1,kamu ternodaaa ndeerr
-1,butuh peluk bukan pukul butuh terima bukan hakim butuh erti bukan cibir butuh
0,aku besok tuker tikett
0,give away pulsa 10k doa cepet inget password acc belah follow aku lgsg difollback kok ampe besok
1,untuk idola masa remaja aku doa diri jadi istri sholehah bakti suami kan
-1,dasar lelaki kerdussss mon maaf aku nimbrung wkwk
0,aku mau hetalia kuroshitsuji diabolik lovers kayak temen aku mau
1,alhamdulillah adik ipar temen2nya selamat wlaupun pala nya benjol bibir nya pecah aku sedih
0,cerita jaemin siap mau pentas romeo amp juliet kok kamu aja sih jadi julietnya tugas cuma
1,haru baca threadnya kamu baik banget sih moga rezeki kamu lancar terus next time moga aku menang
0,beliin aku tikett
-1,faak
0,guys kalian jual uname gitu sama akun aku kalo mau jualin unamenya aja gmn cara
0,rujak kangkung satu iket kangkung btw foto sblum makan kenyataanya aku rebus iket tempe abis
0,askmf yang olshopnya mau aku reseller dropshipin please
0,mau coba sama aku
0,lepas meeting boss suruh balik awal hari dia dengau suara aku dah sengau sengau hidung sumbat selesema
0,once nampak girl tengah angkat wing machine dekat tbs dia angkat kotak then
0,beliin aku dong
-1,aku jumaat kls smpai ptg pack gila
-1,apple rilis barang baru aku bodo karna aku sadar aku orang misqueen
-1,hilang kamu tak jadi apa dekat aku
0,freebies soonhoon carat baru aku bagiin pin amp stiker mari temu dieventeen concert idea
1,sweet dua walaupun bahasa macam ppfttt
0,aku rasa dukung politik riil ndak perlu partai politik mbak brand gus dur punya basis massa cukup kuat suda
1,aku sebenernya gemes yepen ngeyel suka susah dibilangin
-1,kalo nyaman lanjut lah jangan ninggalin aja aku butuh jelas lah
1,bagi aku kuat utk selesai urus semester lancar
0,fans aku ayo jujur unn
0,lepas apple launch new series terus phone aku hang yeee kawan2
1,untung baik mula aku beberapa kawan dulu ngam gila sekarang biasa biasaekarang
-1,aku udh beli baru 100k gak mau mahal2 kemaren beli lebih mahal 100k rusak kan kampret
0,teks motor dah gaisssearcholviepro kupang aku tak tau halal haram lepas senangla budak raver
0,laku hiatus dunia kpop 2014
1,rasa macam nak jual lah ip7 32gb rosegold aku nak angkat ip8 macam nice hahaha
0,changbin bener bener kamu
1,ganbattee you can jangan risau aku selalu support kau
0,kamu nyindir aku yha hahaha aku anggep temen tuh dikit kenal banyak gatau makin dewasa circ
-1,rindu aku senanye
0,siapa kamu
0,akhir aku dpt jawapan car porch rumah sewa aku banyak sampah even pagi aku sapu ptg ade balik daun
0,tahniahhhh peh tak baca dpt aku tak baca dpt
1,aku ketawa
0,tak pergi epul abang aku ajak ipoh
0,kalau aku jadi turun 2kg
1,hahahaha dkpe aku rela cri
1,aku lahir dlm ada islam mulai dewasa aku mulai ajar islam makin jatuh cinta dgn agama
0,dada belah kiri ngilu tadi kamu luk dulu gak
-1,kamu ngambeque cerita
0,aku mah pake avakuvu savayavang bavangtavan
0,ayo aku gapunya akun
1,kenan betul aku dgn concept design ikea bakal isteri tiru tak payah pening2 https
1,hahahaha nnti aku dtg aku gomol kepala
-1,snapchat can stick chat for 24hrs helo nak forever aku dah lupa member cerita malam tak ingat dah
-1,capek banget kurang tidur aku lebih pilih sendiri makan sendiri hubung orang2 sayang rasa tenang
1,list nya aku banar wkwkwk
1,boro menit liat iklan saklebatan wes deg parah sampe bingung aku iki wedi jatuh cinta
-1,cuaca macam buat aku malas nak klua beli makan
-1,kalau aku dah ubah sorry wont turn back anymore sbbnya aku dah penat dgn semua benda
1,aku jenis cepat marah cepat sejuk balik marah aku tak lama punebab aku rasa serba salah even bukan sal
-1,geram lahh aku dah tulis kat whiteboard orang pergi padam kang cakap aku tak buat kerja
0,sngat dalam kalah rockygerung sih
0,hello tangan aku kuning kena serbuk kunyit tau nampak tak rajin dapur tiberrrr
0,aku nder
0,memang lah kumbang bukan ekor jadi masalah bila ekor yang kau pilih kumbang aku
0,time mula2 kenal awek awek mamat kata pmpn pernah kandung gugur ana
0,fuyoooo today loq staq esok pdang besar main emm tak mcm bnyk pulak jalan nya bnyk jalan
-1,now aku dah malas duli nak mintak nak cerita apa aku dengar nak peluang bserta hati mohon maaf
-1,banget mau kutuk siapa kamu
1,aku baca jgk complicated org kata blackflag best
0,bila eja aqu tenang aku close tab terus
1,cinta adalah anugrah indah tuhan aku sujud doa tuhan akhir temu anugrah indah yaitu kamu
1,tanya kamu mau apa ada sempurna kalo kamu cari sempurna kata ada orang baik
1,tadi aku bilang passion bisa cari kamu sadar tidak itu bukan bidang fokus
-1,kiri kamu mikir memporak porandakan hati kanan you wrong hunny aku baik baik dan bahagia
0,aku borong tiga tiga
0,macam engko nina tawar hati
-1,tak suka cakap babi takyah nak acah acah baik aku
0,aku juang cpns 2019
-1,betul aku tdk tuju takut kata disentri selfie
0,yoona angguk raga bawa bangkit sekadar ikut langkah kaki sang tuan nanti aku gendut bagaimana
0,eunwooama aku aja poo jan buat orang melakor
1,iya sayang syukur kamu ingat aku
-1,allah tuhan jauh kan lah aku duga begini aminnn
1,hahaha padahal aku ngarep sama kamu mulai maba
0,aku pernah tes tni polri bukan tes perawan sih tes sakit kelamin engga cmiiw
-1,aku sayang sayang aku jaga jaga thank you allah atas tunjuk dari
0,bulan depan insya allah kalo nya datang koreaelatan aku mau giveaway nct cdeventeen cdtray
0,skang korang masuk dgn roomate aku sndri hmmm
0,jawab math mcm pecah kepala aku rse nnti paper addmath confirm otak lebur time jawab
-1,aku coba sedikit berani aku akan jadi lebih takut rin
1,christychibi aku mau jadi rusuk aku lindung buah hati lembut dgn diri hati adalah kamu
1,mall belah unikl tadi aku usha memang harga apple dah turun masa aku tadi orang punya kerumun seba
-1,orang tak tengok aku senang automatik jadi dengki
0,mazhab islam hanafi hanafi kerang cumi kepiting masuk haram aku tahu perlu koar2 ind
0,trirismahariniforpresidentri2024
1,wakakakakaka iya begitula aku memng ada
1,juga tipe orang segala diceritain mau hal lucu sedih kegoblogan neng semua ceri
0,isi video nya apas aku gaada kuota buat nnton wkwk
1,aku kan ken icip2 abu cafe haha
0,ciri nyeleneh orang ber tinggi kamualahatunya
1,iya yah hahahaha
0,aku mau tanya gatau mau tanya apa
-1,karna ganti rambut bikin aku ambyar aku ken ahh pulsa miskin flop lanjut terus bsk sore aku umumin
1,betul aku terima buat masa sekarang mungkin kifarah aku sendiri
1,aku suka pura2 waras partai karya hehehe
0,gatau aku teameungjinori kepslok
1,aku 300 chapter manga conan dim nikmat mana kau dusta
1,rambut gimana aja aku sayang kok
0,hari jumaat pon troll aku jugak allahu
0,baru minggu kemaren ngabarin kalau jurus gabisa ikut wisuda akreditasi selesai kalau memak
1,mau aku temenin malah nugas yeuuuuuuu wajah stres ganteng maleen
0,peranjat abang aku mak aku cakap cmtu abg aku pon cakaplaa nak lepas limah kawen dulu baru nak kawen
0,kalau aku delete account sia
1,aries jangan takut tuk ambil putus harga kamu bayar tuk dapat apa kamu ingin
-1,allah jantung aku macam henti seminit lepas baca nama naz
0,mau lewat kisahklasiktrans7 masih jalan malam ikut livetreaming saja
-1,gue gak ngerti maksud apa wkwk
0,apa sih kok main aku tinggal apa
0,hae gaes rangka anniversary day6 amp ultah jae bulan diri ada giveaway album day6hoot
0,hai kak stikyy umur sama daniell bukan bayi dong arti kalo aku umur wonyoung kali
0,try this confirm kurus hahaha
0,bes aku mau joinnn
0,bahasa orang sulawesi suku bugis aku tinggal dikalimantan kota kota alih gtu jdi smu
0,aku dejiko nyo
0,fxkro cepet kambek aku dah nunggu unnir nie
0,adik aku nak photostat buku bahasa arab guna printer kau imagine tak macam mana tetiba paruh muka hahaha
-1,mau ganti presiden mau apa yang ganti percuma tak ganti adab akhlaq orang tua pulung mun
-1,terkadang kamu perlu bentang jarak tau arti kata rindu
-1,ohhhhempat kalau nak jmpa aku lgi aku ckup bulan aku balik melaka huhuhu
0,alas sama mcm alas haih tahla
0,hai kait letak bangku beda beda masing masing maskapai gantung jenis maskapainy
0,padahal nggakada otak aku hasil tes otak kiri kanan otak kiri otak kanan dominan otak
1,alhamdulillah adik ipar temen2nya selamat wlaupun pala nya benjol bibir nya pecah aku sedih bangettt
-1,aku tkda masa nak baik baik dgn org talam skrg mcm babi
0,sini aja kamu jakarta deh
1,aku bgt
-1,gaduh bestfriend sumpah sakit
0,aku nak rasa dihisap begini
1,benar kalau korang kenal aku real life mesti kau seronok kawan aku aku benar lawak
0,kau tuh dah nak spm wat kebaji sikit kat umah nie mentang2 aku tengah cuti senang2 keje kat aku
-1,diingetin diingetin kok aku suka lupa diri hehe
0,sekarang buat web harus mahal cuma 80rb kamu dapetin web sesuai ingin cek aja
-1,tak sanggup nak tgok jadi sedih nie
-1,buset dah aku udah pasrah aja klo ketemu ginian
0,iya aku froggy
1,lihat enak
-1,ada orang kamu kasih tahu benernya tetep kayak gitu pesan ambil biar dia bodoh lama gws hoho
1,alia benda aku hahahaha
-1,maafin aku bisa lupain kamu
0,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat pokok nya semua dehalam kangen fantasticof48
0,lihat video ayam kampus cantik pamer puting merah memek mulus cek bio aku say bugil bokephijab videobokep ngentot
-1,pilih pasang hidup susah kenapa aku pilih kamu aku hasil lewat susah susah
1,aku selalu berfikir positif meski nyata aku keliru akhir aku menyembukan luka
0,aku tahun dokter hewan hellooooo
-1,korang know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam kerja nak tunjuk badan nak
1,aku wes katam kyk gitu sini wkwkkwkww
1,aku isa ibnu maryam beri kabar gembira dgn datang orang rasul datang sudah nama ahmad muhammad
1,wkwk makasih eonniee oleng aku tuh nulisnyaa
0,tibe tibe aku atur nak naik bas akak cek tiket dia suruh print jugak aku kate saya bukt
-1,halahhh curang kamu
0,plan nak isi minyak wktu solat jumaat halfway pergi masjid baru ingat aku tak bawak dompet amp minyak dah
0,berani gigit aku
0,english first all melayu tak benda sekarang kau dengar dulu aku nak cakap panjang bebeno melayu nohh
0,yaa coba kalo kamu punya twitters
0,pandu pesan minum buat bekal lanhalan kalau kamu suka pesan apa
-1,huhiapa setan aku tak tahu apa alas aku tak tahu asa bunuh kogoro mouri
1,the battleship island jaya buat aku teriak
-1,aku penat dahh aku tak sanggup kalau kau taknak kau cakap jangan buat aku mcm tunggul aku penat tau takkk
0,kamu suka oleng aku
1,aku ingin jadi orang peduli depan kamu aku harap aku selalu saat butuh
0,adik adik baru masuk ukm meh aku belanja tempat tempat makan best bang kajang april bang
0,46amo aku nak share korang kena fikir panjang kawin based experience kat klinik ibu ana
0,aku jadi ikut puyeng
-1,kaya opis aku main campak2 layer switch
1,kayak aku ngerti wkwk
1,aku mau minta kamu gampang kok cuma mau kamu jangan pernah tinggalin aku
0,221 171 240 171 slash 240 173 kamu lvl brp
1,kok aku lebih neng kalo kuliah pagi
1,aku suka manganya live actionnya animenya suka semua
0,kalau kelola taman safari denger gmn
1,terkadang orang paling kamu ingin orang buat hidup tak banyak sedih tanpa
1,kan sbnrya budak genius cekap math sometime sakit mcm cekap art
0,pam cube kau budak dip fisheries duku semua masalah sama macam aku kau
-1,surah noor ayat perempuan zina lelaki zina hendak kamu sebat tiap tiap orang keduan
1,apa laku pagi betul2 kes dlm diri aku
0,pake kode aku yuk
-1,lom period nang semua emosi bencik kelaka benda sama jak semua org aneh2 nok kenal aku sik
0,hujan mmg tak mau aku kluaq mana mana haa
-1,bukan aku kakak aku haha
0,aku udh sedia payung balik nih
0,giveaway retweet tweet follow aku autofollback kok 1st winner dapet semua pic 2nd winner puls
-1,rindu kamu bebi
0,aku husnuzon jela busy mampos smpai tkde masa reply
-1,suatu hari kamu bakal hilang berkali2 lipat pulpen mgkn kamu mikir sepele pena
